	BALBcJ_F0_Control_BALB01C	BALBcJ_F0_Control_BALB01D	C57BL6J_F0_Control_C5701C	C57BL6J_F0_Control_C5701D	BALBcJ_F0_LPS_20210513_1a	BALBcJ_F0_LPS_20210513_1b	C57BL6J_F0_LPS_20210513_2b	C57BL6J_F0_LPS_20210513_2c	BALBcJ_F1_Control_cb61a	BALBcJ_F1_Control_cb61b	BALBcJ_F1_Control_cb61c	BALBcJ_F1_Control_cb61d	C57BL6J_F1_Control_cb61a	C57BL6J_F1_Control_cb61b	C57BL6J_F1_Control_cb61c	C57BL6J_F1_Control_cb61d	BALBcJ_F1_LPS_cb61a	BALBcJ_F1_LPS_cb61b	BALBcJ_F1_LPS_cb62a	BALBcJ_F1_LPS_cb62b	BALBcJ_F1_LPS_cb62c	C57BL6J_F1_LPS_cb61a	C57BL6J_F1_LPS_cb61b	C57BL6J_F1_LPS_cb62a	C57BL6J_F1_LPS_cb62b	C57BL6J_F1_LPS_cb62c
Slc25a44	18.462	17.941	21.342	21.508	18.375	12.22	16.796	12.732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610307P16Rik	0	0	0	0	0	0	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clasp1	7.17	7.236	7.317	7.507	3.14	3.029	2.587	3.468	4.712	3.726	4.844	5.179	5.041	3.383	4.42	3.888	1.068	0.127	1.322	1.743	1.635	1.697	0.995	1.165	2.124	0.566
Nt5dc3	13.401	11.697	12.666	13.31	2.415	3.152	1.196	1.592	1.618	1.918	2.379	3.263	0.99	1.457	2.127	2.063	0	0.844	0.176	1.406	0.181	0.484	0	0.979	0.918	0
Stard10	3.493	3.194	2.353	4.876	3.244	7.756	7.376	10.947	2.35	1.851	1.291	0.21	1.277	0.799	0.747	1.715	0	0.938	2.544	0.528	0.719	2.911	1.203	5.289	2.575	2.444
Vmn1r40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sptb	0.169	0.233	0.427	0.551	0	0.025	0.034	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flt3l	12.38	13.243	11.462	12.183	1.414	1.221	0.167	1.296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg14	6.183	4.859	7.662	4.86	4.336	3.777	4.301	4.58	8.884	8.275	9.62	7.82	10.739	9.705	8.59	13.284	4.483	5.728	3.455	5.901	3.872	20.769	6.431	12.512	7.513	6.14
Meaf6	9.307	8.306	9.148	8.991	4.235	4.915	4.747	4.367	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabrr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lcor	3.181	3.079	5.093	4.406	4.523	3.794	4.345	4.947	0.037	0.136	0.253	0	0.324	0	0.122	0	0	0	0	0.145	0	0	0	0	0.045	0
Slc12a4	16.386	14.542	14.296	13.664	46.444	30.045	34.287	24.268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpina7	0	0	0	0	0	0.221	0.755	0.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc8	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eci2	22.669	28.041	37.32	36.406	70.177	87.171	74.774	74.56	29.395	22.167	27.887	28.28	28.792	24.406	25.74	25.035	45.032	67.085	50.824	53.92	78.483	48.022	76.399	59.491	62.156	76.958
Arhgap30	135.927	135.453	118.138	120.404	89.997	83.666	96.414	79.294	436.893	443.627	453.815	443.09	435.06	429.311	452.014	444.735	234.056	190.522	181.92	207.81	134.97	237.531	211.537	233.822	242.389	164.51
Esrrb	0	0.03	0.062	0.036	0	0.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap126	6.821	6.557	5.747	7.52	4.863	4.559	3.807	9.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700026J14Rik	0	0	0	0	0	0	0	0	0	0	0	0.906	0.848	0	0	0	0	0	0	0	0	0	0	0	0	0
Col26a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemin8	0.629	0.646	1.297	1.179	0	0.397	0.09	0.401	1.512	1.208	1.647	0.639	0	0.232	0.361	0	0	0.816	0	0.115	0	0	0	0	0	0
Nxnl1	0.668	0.549	0.242	0.389	0.029	0	0	0.142	1.259	1.026	2.174	0.905	1.211	0.711	1.074	0.373	0	2.023	5.141	0.488	0.665	0	0	0	0	0
BC117090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccno	0	0	0	0	0.042	0.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8363	0	0.061	0.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbfox1	0	0	0	0	0	0	0.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsf1	30.218	29.346	26.382	24.507	23.713	17.304	24.084	21.257	35.748	30.804	32.237	29.146	31.251	26.234	34.374	28.099	20.237	17.485	20.282	22.015	19.641	12.188	25.438	15.82	22.619	18.343
2610044O15Rik8	3.316	2.87	4.773	3.751	1.612	0.294	0.803	0.334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc46a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Large2	0	0.048	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magef1	3.463	2.877	3.958	4.557	1.251	1.428	0.366	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl10	24.296	23.999	28.038	26.954	8.209	4.739	5.112	3.402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sik3	14.5	13.424	16.185	14.939	18.952	17.976	23.711	43.98	18.216	19.704	19.618	16.558	20.333	17.721	21.117	16.06	36.194	30.409	41.894	41.004	31.427	39.221	31.24	33.595	35.014	26.477
Ces5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bzw2	9.864	9.707	5.485	6.731	51.604	28.69	34.133	39.027	44.103	31.339	48.154	43.649	43.404	30.155	42.772	36.959	261.627	258.537	288.447	275.239	252.271	254.54	215.855	245.45	213.159	206.505
Zfp13	0.097	0.12	0.127	0.146	0	0	0	0	0.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594	0
Adam18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps16	11.308	14.261	8.935	7.811	10.56	8.021	12.713	2.918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emg1	31.757	33.663	21.841	27.084	38.338	27.568	33.386	21.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megf9	3.673	2.328	1.36	2.526	0.104	0.085	0.523	0.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxred2	0	0	0.028	0.097	0	0	0.26	0.124	0.146	0.099	0.185	0	0.14	0.095	0.178	0	0	0	0	0	0	0	0	0	0	0
Vmn1r113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atoh7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sar1a	59.02	57.18	45.581	47.051	84.573	81.975	73.403	70.697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rilp	4.668	5.672	5.444	5.433	1.609	2.111	1.442	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult6b1	0.552	0.557	0.653	0.752	0.193	0.76	0.173	1.152	1.702	1.002	1.864	2.272	3.028	2.662	5.944	3.193	5.21	2.344	3.39	2.308	0	8.673	9.567	1.966	6.638	3.439
Pvt1	14.831	14.445	16.867	13.484	1.317	5.847	1.331	2.183	37.18	35.062	33.759	36.953	30.879	39.485	31.077	32.442	2.816	1.307	4.083	5.148	5.212	3.619	2.743	4.315	6.081	6.245
Otx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smok4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha11	0	0	0.587	0.206	0	0	0.135	0	0.399	0.211	0.925	0.547	1.44	0.954	1.595	0.92	0	0	0	0	0	0	0.321	0	0	0
Lrfn3	1.369	2.933	3.332	5.241	0.943	0.364	1.181	0.483	2.568	3.267	2.626	2.386	2.999	7.173	6.506	6.642	2.16	1.544	0.365	0	0.646	1.206	3.404	0	1.174	1.311
Zmat4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinf1	1.387	2.053	1.806	3.952	4.323	3.503	4.905	10.617	2	1.812	6.541	3.384	2.829	2.25	1.912	1.278	4.295	1.755	0.703	3.04	8.389	6.964	6.299	2.502	8.614	11.45
Trim58	0	0	0	0	0.145	0	0.163	0.271	0	0	0	0	0.231	0	0	0	1.036	0	0	5.37	0	0.964	0	1.921	1.535	0.396
Mup15	0	0	0	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rae1	21.797	27.841	14.968	16.343	30.111	19.853	18.289	15.614	51.336	49.144	53.11	42.134	28.57	45.052	41.287	36.624	50.449	36.991	32.608	43.859	39.136	42.859	32.35	29.422	43.777	30.834
Usp28	5.595	6.023	5.72	6.844	6.534	4.028	5.673	3.616	5.579	3.092	2.911	3.677	2.202	1.447	2.164	2.837	1.226	0.669	2.447	1.882	1.026	0.958	3.967	1.039	1.499	1.099
Tmprss2	0.033	0	0	0.049	0	0.165	0	1.002	0	0	0	0	0	0.048	0	0	0	0	0	0.287	0	1.095	0.119	0	0.2	0.137
Gpr18	0.315	0	0.205	0.236	4.366	2.189	3.399	1.96	0	0.605	0	0.275	0.386	0.116	0	0.264	0.787	0	0.399	2.936	1.53	1.026	0	1.854	3.369	1.764
Psmb3	37.435	33.71	17.98	20.277	38.777	34.148	22.347	19.884	19.805	9.624	9.357	8.929	9.29	3.778	8.043	5.247	8.531	14.412	10.103	8.735	13.393	7.941	9.826	14.287	6.956	6.772
Pan3	57.653	56.985	68.415	69.874	27.814	29.381	30.798	27.658	34.701	28.108	34.454	35.671	32.521	28.594	30.582	33.598	18.571	20.084	14.087	11.567	12.151	11.449	13.219	12.071	12.049	9.147
Ndufa7	82.369	90.636	56.077	58.054	53.659	52.875	43.62	41.58	477.955	456.209	524.498	518.711	391.275	376.038	450.007	468.343	325.967	368.832	289.073	317.342	368.164	306.337	293.538	190.833	245.747	300.167
Ghsr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930578C19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap100	0.048	0.12	0.063	0.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prph	0	0	0	0	0	0	0.288	0.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5907	0	0	0	0.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amd2	3.165	3.027	4.289	2.179	1.789	1.06	1.894	2.286	0	0	0	0	3.477	1.905	3.071	2.597	0	0	0	0	0	0.6	1.525	1.519	2.17	0.723
L2hgdh	2.537	2.175	1.209	1.392	0.214	0.234	0.534	0.77	2.625	1.236	1.592	2.103	2.322	1.46	2.857	1.348	0	1.627	0	0	0	0	1.518	0	0.063	0
Zfp991	2.847	3.05	9.562	7.865	3.315	3.879	5.882	4.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyk2	44.12	40.125	51.032	47.519	47.415	38.79	39.731	43.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl5c	2.717	4.005	8.284	10.732	89.243	75.138	90.66	101.702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icam1	71.373	72.763	123.789	131.181	1103.051	1015.868	1084.846	1296.577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kirrel	0.057	0.035	0.147	0.042	0.044	0.107	0	0.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr1c	7.396	10.006	10.668	10.256	11.935	5.824	8.507	8.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtf1	19.612	19.298	21.211	17.778	12.705	11.64	11.431	7.803	54.41	54.246	63.244	58.695	52.719	51.925	60.9	59.82	25.9	31.152	35.763	38.079	23.73	20.934	30.073	27.178	32.308	23.442
Klf5	0	0	0	0	0.138	0	0.207	0.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dek	43.089	45.892	56.32	58.353	45.793	54.909	44.644	44.803	52.205	45.811	55.558	52.226	58.438	46.599	52.538	50.62	40.104	41.948	43.931	56.368	43.693	32.819	38.417	54.362	46.782	46.833
Gprc5d	0	0	0.583	0	0	0	0	0	0.253	0	0.747	1.04	0.731	0	1.131	0.5	0	0	3.783	0	0	0	2.169	0	0	0
2810474O19Rik	10.641	13.25	21.256	22.566	33.556	39.4	50.885	90.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hectd4	7.897	8.537	10.988	11.871	1.445	1.839	1.775	2.212	1.519	2.474	2.148	2.293	2.093	3.153	3.232	3.683	0.347	0.013	0.655	0.22	0.329	0.273	0	0.472	0.463	0.365
Baiap2l1	0.923	0.864	0.912	1.958	0.368	1.045	1.154	3.412	0.108	0.391	0.091	0.277	0.52	0.235	0.044	0.48	0	0	0	0.419	0	0	0.926	1.199	0.454	0
Paqr6	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0
Adamts7	0.019	0.072	0.101	0.116	0.03	0.147	0.133	0	0.131	0	0.138	0.135	0.126	0.057	0.453	0	0	0	0	0.339	0	0	0	0	0	0.298
Map7d1	150.562	154.612	139.152	152.3	108.364	86.14	109.998	63.696	245.47	261.422	300.919	295.117	241.282	252.444	291.463	289.982	129.701	152.47	126.185	142.759	113.709	121.289	137.819	115.767	133.061	106.708
Ap2a1	46.14	42.387	47.575	45.161	25.008	19.395	23.85	16.368	6.746	3.61	7.748	4.723	5.701	3.286	7.389	4.138	1.625	2.756	3.461	2.97	1.754	1.512	1.477	2.267	2.514	2.149
Il12b	0.495	0.254	0.537	0.68	97.1	330.718	83.045	313.52	0.28	0	0	1.653	0.606	1.034	0.455	0.622	221.755	346.945	201.096	223.571	199.159	225.424	299.136	246.794	277.074	194.274
Nfe2	0.068	0	0.443	0.306	0	0.688	0.587	0.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stmn2	0	0	0	0	0	0	0.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgpp1	101.951	94.354	94.729	76.949	15.367	19.341	10.164	11.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf41	14.678	16.274	23.073	22.928	10.57	9.877	8.78	8.206	41.857	44.531	47.072	45.653	55.012	54.129	56.338	55.073	19.77	20.551	19.31	21.327	17.84	21.03	35.868	16.037	22.116	20.011
Olfr732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thyn1	15.55	18.648	14.203	16.517	12.382	10.908	9.874	7.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo3	13.069	10.984	14.683	13.087	7.773	5.762	6.229	5.468	20.334	18.925	17.411	22.156	22.264	16.658	21.553	17.853	8.762	8.626	6.813	8.399	8.337	10.174	10.221	8.511	8.389	4.618
Vps36	23.259	22.851	17.43	19.213	14.32	16.694	11.545	8.277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt33b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zswim7	4.835	6.475	3.778	5.386	3.827	3.488	1.43	0.793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdgfl3	37.284	34.768	54.065	43.714	13.501	19.913	14.604	11.527	81.948	60.719	73.135	70.599	78.544	57.361	69.804	65.976	18.245	18.978	19.558	23.826	27.933	18.745	17.994	18.234	22.636	27.031
Olfr30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930587E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdip1	51.897	47.818	57.311	52.023	33.308	29.619	21.354	22.991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calm4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scnn1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam109a	5.763	7.755	6.311	3.339	1.646	1.764	1.13	0.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnb1	153.654	154.996	116.625	111.437	545.396	359.129	175.429	179.351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cib1	52.413	46.996	42.135	44.436	30.096	18.582	20.172	16.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16023	1.901	2.906	3.283	2.355	0.795	0.313	0.784	0.949	0.21	0	0	0.072	0.337	0	0.171	0	0	0	0	0	0	0	0	0	0	0
Snap91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp1	10.71	11.298	10.395	12.056	7.027	5.946	7.282	5.934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obscn	0	0	0.029	0.013	0	0	0.015	0.009	0.038	0.014	0.064	0.008	0.007	0.079	0.241	0.068	0	0	0	0	0	0.067	0	0	0	0
Tubg2	0	0	0.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim29	0.073	0.135	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0.245	0	0	0	0	0.654	0	0	0	0	0
Pdyn	0	0	0	0.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31-ps12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4a1	201.375	194.504	272.532	258.954	337.021	369.711	277.889	294.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Retn	0	0.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol7	17.828	18.96	17.189	15.337	14.335	16.739	14.984	14.434	0.194	0.263	0.572	0	0.559	0.337	0.394	0.191	0	0	0	0.626	0	0	0	0	0.465	0.16
Wnt7b	0	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtkn2	0	0.032	0	0	0	0	0	0	0.089	0	0.41	0	0.852	0	0.18	0.437	0	0	0	0	0.624	0	0	0	0	0
Olfr181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dubr	4.938	5.321	4.657	3.915	7.251	4.444	6.072	4.997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc59	13.824	12.789	13.252	14.683	19.651	17.455	13.415	12.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf9	0.325	0.494	2.966	1.576	1.887	0.885	2.634	5.268	2.293	2.5	2.361	1.788	5.676	7.713	5.933	4.613	5.25	1.462	3.087	3.73	3.588	6.097	1.773	3.925	2.854	0.911
Frk	0	0	0.058	0	0	0.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabarapl2	11.622	11.208	10.32	9.665	12.034	13.074	8.932	9.503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siah2	7.002	11.243	6.312	5.902	9.437	7.114	8.291	10.624	6.678	10.568	8.112	8.302	10.478	9.836	9.536	8.886	9.85	6.534	8.261	8.536	6.868	5.239	5.871	10.526	12.823	6.957
Gm16845	5.846	4.779	4.78	6.829	0.418	0.343	1.759	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh15	0.049	0.161	0.064	0.049	0.013	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aanat	0.142	0.175	0.185	0.319	0.71	0.179	1.102	1.358	0	0	0	0	0	0	0	0	0	0.829	0	0	0	0	0	0	0	0
Ppp1r2-ps9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kras	47.163	42.957	41.3	36.966	26.716	28.257	20.18	17.316	122.383	114.798	122.725	132.641	136.95	124.418	133.927	138.975	51.809	59.258	49.865	53.064	49.112	40.26	38.571	43.855	45.028	49.411
Pls3	10.886	10.837	5.099	5.298	11.93	12.54	6.315	4.873	0	0	0.045	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0	0
Abhd13	12.151	10.916	13.881	12.882	11.707	10.446	8.783	7.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnq1ot1	0.428	0.406	0.646	0.549	0.199	0.19	0.192	0.158	0.276	0.307	0.289	0.385	1.731	1.657	1.698	1.662	0	0.072	0.05	0.003	0.02	0.241	0.139	0.298	0.301	0.135
Hyal2	18.148	21.352	15.925	16.16	5.758	4.23	6.069	2.565	60.735	51.312	53.387	46.803	56.763	59.78	66.262	54.549	9.929	6.197	10.474	8.567	2.335	5.192	6.797	4.466	4.207	6.095
Atl2	8.344	8.448	12.325	8.664	5.578	6.164	5.414	5.719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scamp4	63.595	58.62	57.18	57.32	28.976	20.437	25.845	18.892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnd3	2.263	3.106	2.614	1.915	19.603	28.201	19.014	35.965	0.867	1.122	1.669	1.081	0.715	0.969	1.509	1.04	5.031	3.126	9.497	9.998	4.742	4.682	2.917	7.555	8.694	4.034
C630043F03Rik	1.418	1.843	1.148	1.436	0	0.29	0.198	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpar2	1.554	1.07	6.776	6.556	1.126	1.597	3.865	4.426	5.794	4.664	4.157	3.589	8.579	9.591	8.342	7.69	3.285	4.046	5.313	4.514	3.238	7.391	6.138	10.229	9.675	7.407
Bcat2	31.494	37.114	34.457	38.623	39.914	40.21	37.974	29.238	43.408	37.241	46.431	32.03	37.729	32.63	42.115	29.133	37.074	38.981	30.172	36.182	19.234	34.398	32.862	26.533	31.826	16.874
1700010D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snapc2	5.531	8.592	7.203	8.192	7.83	4.656	6.009	5.358	17.961	13.642	16.201	12.614	17.271	13.393	15.624	12.129	7.504	0	4.385	6.436	5.405	6.984	0	4.07	5.979	5.064
Gm15908	0.473	0.35	0.247	0.568	0	0	0	0.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130024F11Rik	0.856	0.477	0.683	0.373	0.085	0	0.333	0.264	0.047	0.255	0	0	0.135	0	0	0	0.883	0	0	0	0	0	0	0	0.45	0
Otud3	6.323	5.582	7.67	7.251	2.815	1.252	4.92	2.491	6.522	10.098	10.898	9.831	15.173	11.427	16.576	20.776	2.849	4.104	3.248	5.163	0.463	1.499	2.027	1.75	9.972	1.128
Ifi35	32.298	45.476	24.403	22.159	78.787	94.837	86.211	171.718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Awat2	0.104	0.064	0.068	0.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna2	0.088	0.036	0.495	0.263	0.675	0.665	0.858	0.784	0.199	0	0.084	0	0	0.129	0	0	0	0	0	0.321	0	0	0	0	0	0
