	BALBcJ_F0_Control_BALB01C	BALBcJ_F0_Control_BALB01D	C57BL6J_F0_Control_C5701C	C57BL6J_F0_Control_C5701D	BALBcJ_F0_LPS_20210513_1a	BALBcJ_F0_LPS_20210513_1b	C57BL6J_F0_LPS_20210513_2b	C57BL6J_F0_LPS_20210513_2c	BALBcJ_F1_Control_cb61a	BALBcJ_F1_Control_cb61b	BALBcJ_F1_Control_cb61c	BALBcJ_F1_Control_cb61d	C57BL6J_F1_Control_cb61a	C57BL6J_F1_Control_cb61b	C57BL6J_F1_Control_cb61c	C57BL6J_F1_Control_cb61d	BALBcJ_F1_LPS_cb61a	BALBcJ_F1_LPS_cb61b	BALBcJ_F1_LPS_cb62a	BALBcJ_F1_LPS_cb62b	BALBcJ_F1_LPS_cb62c	C57BL6J_F1_LPS_cb61a	C57BL6J_F1_LPS_cb61b	C57BL6J_F1_LPS_cb62a	C57BL6J_F1_LPS_cb62b	C57BL6J_F1_LPS_cb62c
Pgd	4104	2937	3212	2484	2485	691	1047	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnd2	0	2	2	0	2	1	0	1	1	0	0	3.5	1	0	0	2.5	0	0	0	0	0	3.5	0	0	0	0
Vmn2r42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Invs	299	244	263	218	151	30	37	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Postn	601	425	119	195	463	132	71	38	139	91.5	167.5	132.5	87.5	54.5	72.5	95	101.5	129	160	58	110.5	85.5	60	68	52.5	36
Gpm6b	631	492	468	447	756	211	328	292	73	105	105.5	82.5	5.5	0.5	6	0	63	73	75	48	54.5	0	0	4	6	5
Ilf2	246	200	140	153	225	57	90	65	115.5	115	142.5	104	107	128.5	179.5	129.5	37.5	43.5	44	33	59.5	31	43.5	57	38	70
Olfr532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plcxd2	64	55	48	63	105	15	47	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gapvd1	2836	2294	2270	1849	2317	650	982	1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orm1	1	11	9	7	54	32	42	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr1i3	25	21	22	20	17	6	26	18	14	15.5	3.5	4	7	2.5	3.5	0	8	7	0	2	8	13	8.5	0	0.5	2.5
Cep170b	147	96	59	78	68	10	23	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15455	22	7	20	13	29	3	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6030408B16Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdk2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vsig10l	148	69	100	110	94	23	58	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pirb	6471	4463	4555	3901	3892	1724	5490	4571	3469	3798	4172	3646	5682.5	5568.5	6018	5292	2376	2834	2456	1853.5	2973	6637.5	8554.5	6822.5	5522.5	7859.5
Bach1	2591	2072	1674	1389	16520	5564	8832	10105	98	68.5	73.5	77	86	89.5	79.5	70	437.5	417.5	747.5	503	418.5	795	679.5	805	615	570
Pramel3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfaip8	619	596	704	586	1003	437	952	573	171.5	193.5	294	178	249	249	361.5	233	162.5	148.5	126.5	152.5	145	187.5	242.5	215	203.5	226.5
Pcdhga12	153	140	104	67	148	43	91	54	52.5	33.5	38.5	37	58	44	44.5	47.5	22	20.5	6.5	12.5	16.5	24	46.5	6.5	13.5	28.5
Stk25	1137	985	807	659	1035	329	406	352	269.5	334.5	340	339	294.5	370.5	436	371	183.5	152.5	176.5	143.5	226	100.5	160.5	229	150.5	234.5
Kctd13	257	193	220	146	113	44	35	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggact	62	50	31	5	52	17	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
Gm16445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anxa4	989	842	325	284	2156	584	420	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrn4cl	3	3	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230020A06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferd3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiam2	18	17	3	7	3	3	3	8	6	13.5	10.5	5	15.5	9.5	10	7.5	3.5	0	9	4.5	1	0	0	6.5	1.5	0
Agtr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xkr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigq	1025	759	711	589	582	179	208	172	58	52.5	52.5	44	64.5	49.5	72	48	30.5	11	12	16.5	26	10	72.5	23.5	15	10
Cldn20	0	3	0	0	3	0	0	3	2	3.5	0	0	0	3	0	4	0	0	0	2	0	0	0	0	2	0
Rps9	4153	3708	1854	1981	5143	1608	1756	1203	7587	8682.5	9801.5	8524.5	5460	6216.5	7468	6392	7284	8778	7708	7582	12329	5888	6644	7202	6708	10555.5
Hoxaas2	1	1	5	2	0	0	2	3	0	3	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0
Tmem50b	856	573	573	496	896	203	172	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adck1	284	224	222	157	106	27	25	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mb21d1	244	211	249	175	648	297	406	783	11.5	17	5.5	5.5	11.5	17	5.5	5.5	28	11	44.5	36	21.5	28	11	45	36	21.5
Mfn2	713	554	549	408	655	137	228	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Speer9-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp566	42	24	25	10	27	3	4	1	133	105	125.5	107	108.5	95	121	94.5	0	0	3	10.5	0	0	0	19	2	8
Tcp11l2	406	304	654	536	46	54	29	20	184	143.5	234	204	173.5	143	264.5	251.5	10	4	0	10	10.5	0	0	15	3	12.5
E430018J23Rik	19	21	10	19	21	3	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933404K08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stmn3	7	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930455C13Rik	47	28	50	26	24	7	25	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ino80b	130	153	148	148	84	23	34	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npc2	11647	9257	7490	6602	14181	4082	5161	4685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cflar	2904	2942	2426	1910	16847	6298	8391	12625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl1	0	1	0	0	0	0	2	0	2	0	0	0.5	2	4	0	0	0	0	0	0	0	0	0	0	0	0
Gm19582	23	11	10	8	7	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp568	200	172	180	130	733	148	81	68	505.5	472	502.5	419	525.5	494.5	569	424.5	604	471.5	602	712	433	198.5	151	234	229.5	199
Gm13889	29	21	51	35	67	53	73	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Surf4	4037	3500	3281	2660	10270	2256	3413	2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chil4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp420	67	52	68	65	41	6	28	10	59	46	59	71.5	198	179	174	141.5	4.5	0	3.5	5	10	28	36	7	25	5
Coq8a	82	63	178	149	22	13	16	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem52b	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psrc1	17	10	8	17	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp180	434	376	387	336	307	66	117	81	156.5	190.5	211	164.5	153	178	185	142.5	94	64	66	40	90	104	64.5	61.5	46	60.5
D830026I12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf20	1060	955	609	461	987	219	506	344	591	675	933	575	512	608.5	724.5	485.5	257	228.5	300.5	290.5	240.5	332	384	522.5	315.5	409
Fv1	30	21	21	22	23	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl14	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf11	1113	778	718	569	1182	336	428	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgm5	12	9	7	0	28	14	3	3	62	25	51.5	37.5	32	24	32.5	22.5	31.5	3.5	26.5	21.5	34	6.5	11	13.5	25	10.5
Prl4a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brinp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ywhaq	368	311	251	188	521	148	167	134	663	930	983.5	780	411.5	445	498.5	386.5	531	674.5	697	578.5	634	256.5	296.5	319.5	292	400
Zfp810	161	144	285	167	51	7	23	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myrip	4	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grin1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tceal3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco4a1	0	0	3	1	0	0	0	0	0.5	1.5	4	0	1.5	0	4	0	0	10.5	0	0	0	0	5	0	0	0
Nip7	159	159	126	103	334	73	112	75	86	92.5	143	62.5	68.5	83.5	80.5	66	45	69	80.5	87.5	129.5	33.5	82.5	74.5	64.5	141.5
Espl1	38	39	82	47	7	7	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mc3r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6g6c	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2.5	0	0	0	0	0	0	0	0	0	5	5.5
Adamts5	0	2	3	5	5	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nps	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dok2	3265	2537	1388	1322	3244	775	965	493	3308	3662	3685.5	2858.5	2743	2965	2884	2435	1792.5	1721	1991	1574.5	2290.5	1225.5	1214	1306.5	1003	1566
Tnnc2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Patl1	1567	1196	1046	1038	1838	619	1055	1057	1010.5	987	1267.5	885.5	844.5	783.5	1160.5	791	763.5	748.5	1176.5	944	794	815	685.5	1085.5	883.5	560.5
Olfr170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933427I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haus2	292	185	165	124	253	86	72	50	129	106	109.5	112.5	101.5	109.5	112	103	34	49.5	54.5	49	45.5	29.5	77.5	56.5	52.5	45
Bsx	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep120	905	722	794	719	245	116	188	141	153	144	213	137.5	162	151	167	174.5	29.5	17.5	44	19.5	21.5	33.5	35.5	65	35.5	37
Ttc13	689	576	423	393	586	117	162	103	841	946.5	1192	895	840	829	1076	787.5	242.5	270	222.5	242.5	251.5	237	256	193.5	227	276
H2-L	10833	8516	15001	16274	14925	4863	13058	10486	622	1100	1187.5	908	8335.5	12945	12691.5	10385.5	1141.5	961	1049.5	995.5	1261	11283	9541	13070	11518.5	14040
Dmrta2	3	1	6	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfyve26	1008	760	677	565	326	74	116	185	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0
Slc27a5	27	37	25	29	60	25	23	90	53.5	43	52	34.5	79	45	46.5	39	36.5	29.5	44	61	138	55.5	65	11	56	152
Ank2	58	11	390	267	40	42	337	384	141.5	239.5	224	207	416	483.5	629.5	535	79	60	188.5	109	105	351.5	298.5	567.5	440.5	303.5
Col10a1	4	0	4	5	4	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc18b1	26	22	8	1	18	0	0	0	5	0.5	12	1.5	5	0	9	0	0	0	0	0	0	0	0	0	0	0
Snx21	212	155	231	160	33	11	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetn3	284	207	164	123	278	100	70	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekha8	293	249	179	153	100	22	45	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB283400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pom121	1444	989	1168	887	1127	298	490	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neto1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbbp5	511	472	429	399	687	101	204	139	372	380	330	362.5	345	409.5	409.5	343.5	146	158.5	179	140	161.5	200.5	149.5	118	162	198
Rims4	78	99	19	13	0	1	1	0	27.5	24.5	35.5	30.5	29	26	43	32.5	0	18	0	0	0	0	18	0	0	0
Baz1a	1053	794	828	893	3743	1025	1355	1488	362	369	367	294	365.5	319.5	401	356.5	655	564	620	531	620.5	554	505.5	704.5	499	559
Nrn1l	3	1	2	1	2	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tusc2	382	327	265	174	236	38	79	45	377.5	284.5	347.5	336.5	401	303	370	343	41.5	84	112.5	74.5	88.5	33	61.5	108.5	94	66
Isl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l3	1453	1176	1215	994	1454	372	536	384	336	303.5	411	331.5	368	314.5	393.5	284.5	321	120.5	239.5	167	159	224	201.5	194	132	164
Plcd4	8	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snta1	897	1062	862	696	238	92	122	63	14	15.5	33.5	23	15	15	35	24.5	0	0	0	0	0	0	0	0	0	0
Pxdn	9	9	31	3	22	8	8	9	34.5	21	52.5	48.5	54.5	23.5	56.5	33	14	0	10	17	41	2.5	2	34	10.5	0
Gm6116	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sart3	481	455	392	349	620	174	280	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uqcrc1	1318	1059	874	755	1724	439	656	461	250	233	346	243	251	232.5	348	241.5	242.5	207	262.5	193.5	321.5	242.5	207	262.5	199.5	322.5
Hcls1	3683	3031	2726	2582	10566	3201	5588	4511	313.5	275	395	334	293.5	316.5	455.5	315.5	813	616.5	830	827.5	793	833.5	815.5	860	712.5	949.5
Gm3488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tox	1	0	3	1	2	0	1	4	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	1	0
Klhl4	1	3	1	3	7	0	5	5	4.5	2.5	4	5	4.5	2.5	4	5	0	0	0	0	0	0	0	0	0	0
Haus4	157	107	161	114	15	17	2	6	243	220.5	293.5	263.5	279	263	276.5	324	18.5	45.5	27.5	25.5	71.5	0	11	4.5	9.5	15
Mtus1	840	557	3378	2151	1094	460	343	264	1447.5	1196.5	1347.5	1311	4237.5	3844.5	4802	4255	899	833	1058.5	906.5	1379	491	514	573.5	406.5	655
Grik3	0	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyrk4	4	2	7	5	0	3	0	5	10	10.5	10	8.5	7.5	7.5	10	12.5	0	0	0	0	0	0	0	0	0	0
Ttll9	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	2	0	0	0	0	0	0	0	6	0	0
Kifc2	247	157	160	125	38	16	18	16	61	72	72.5	82	70.5	60.5	66.5	60.5	16.5	12	9	20.5	4.5	16.5	28.5	7	16.5	4.5
Fam83b	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D630029K05Rik	7	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim30d	931	837	785	548	9555	3202	1142	2756	700	880.5	932.5	539	719.5	720.5	796	559.5	5059	4632	6701	5631.5	3946.5	1939.5	1514.5	2725	2145	1375
Mapk13	0	0	0	0	7	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtse1	14	16	16	21	5	2	6	3	1	0	4	0.5	1	0	4	0.5	0	0	0	0.5	0	0	0	0	0.5	0
Calca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nupr1l	15	15	3	6	2	0	2	0	17	6	17.5	7.5	20	24	25.5	6	12.5	6	0.5	7.5	0	5	9	6.5	6	3.5
A730063M14Rik	3	5	3	2	11	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ror1	1	0	0	0	0	0	1	6	1	0.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep128	123	119	96	94	46	20	28	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930478P22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-M2	4	0	2	15	15	8	21	22	0	0	0	0	2	12	7.5	9.5	0	3.5	10.5	0	5	21	37.5	36	29.5	38.5
Fgfbp3	13	20	30	14	2	0	3	2	3.5	1	0	0.5	2	0	2.5	0.5	0	0	0	3	0	0	0	0	3	0
Ces2d-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933430I17Rik	1	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrnd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam221b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
BC049730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripor1	906	842	788	666	469	80	156	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spock3	0	0	0	0	0	0	0	1	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Speer4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA413626	7	5	6	6	41	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golt1a	0	2	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh2d5	5	6	13	5	0	7	5	5	13	18.5	19	15	7	6.5	8.5	17.5	0	24	36.5	12.5	16	10	0	24.5	16	20
Adgrf3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Por	2236	1883	902	1122	5352	1161	2324	2167	115	117.5	148	134	114.5	112	148	134	321.5	419	340.5	363.5	414.5	321.5	419	340.5	362	414.5
Arl2bp	324	216	169	109	171	67	51	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnd3	625	693	609	381	529	113	325	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rarg	140	158	231	189	77	34	38	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larp1	4546	3315	3325	2561	15667	4505	9056	9395	2812	3159.5	3455.5	2741.5	3292	3825.5	4196	3072.5	8748	8648	10613	7155.5	6792	10462.5	10521	12688	8946.5	9024
Gm33727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycbp	77	36	71	63	51	10	12	12	11	22	34.5	24	13	18	35	22.5	0	13	14	1.5	27	0	13	14	1.5	22.5
Tor1aip1	3548	2841	2375	1992	4348	1631	2123	3679	2767	2819.5	3266.5	2570.5	2154	2281	2885	2399.5	4154.5	3230.5	5277.5	3831.5	2989	3065.5	2581.5	4698.5	3231	2658
2510002D24Rik	99	66	50	46	39	11	4	3	3.5	5	8.5	1.5	4	4.5	9.5	2	0	0	14.5	0.5	0	0	0	12.5	1	0
Hikeshi	106	181	89	78	165	48	42	41	1	0	1	0	1.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0
3100003L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6330418K02Rik	60	40	38	17	42	9	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mos	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	1.5	0	0	0	0	0	3	0	0	0	0
Grm8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5424	13	19	26	49	29	18	39	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtx1	415	368	289	268	378	92	123	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amer3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpnpep1	546	424	363	283	675	197	242	194	462.5	467	520	415.5	424	468.5	498.5	401	252.5	269.5	326.5	279.5	419	244	290.5	312	216	316
Med13	2090	1612	2205	1874	3208	899	1420	1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc17	451	311	523	324	368	122	161	129	214	235	235.5	176.5	286	242	287.5	241	46.5	88.5	87	90.5	89	68.5	71.5	90	71.5	106.5
Olfr689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dopey2	739	631	582	529	683	175	441	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sv2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hddc3	62	74	12	5	37	3	0	2	2	2.5	4	5.5	0	1	1.5	0.5	0	0	0	0.5	0	0	0	0	0	0
Cracr2b	505	447	329	279	18	12	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn1a	82	87	74	83	835	476	375	1053	59.5	84.5	63	47	41	52.5	48	60	369.5	402	536	400.5	515	372	406.5	470	451.5	398.5
Olfr257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
